filename,photographer,year,title,call_numer
soldiers-from-fort-benning-having-a.jpg,Jack Delano,1941,"Soldiers from Fort Benning having a &quot;coke&quot; at Idle Hour Park near Phenix City, Alabama",fsa1998007752/PP
field-of-burley-tobacco-on-farm.jpg,Marion Post Wolcott,1940,"Field of Burley tobacco on farm of Russell Spears, drying and curing barn in the background, vicinity of Lexington, Ky.",fsa1992000193/PP
washington-southwest-section-dc-negro-youth.jpg,Gordon Parks,1942,"Washington (southwest section), D.C. Negro youth eating",owi2001013621/PP
entrance-to-san-augustine-county-fair.jpg,Russell Lee,1939,"Entrance to San Augustine County Fair, San Augustine, Texas",fsa1997025865/PP
things-saved-for-many-a-day.jpg,Carl Mydans,1936,"Things saved for many a day are confided at the fair, Albany, Vermont",fsa1997002426/PP
bethlehemfairfield-shipyards-baltimore-maryland-sorting-cards.jpg,Arthur S. Siegel,1943,"Bethlehem-Fairfield shipyards, Baltimore, Maryland. Sorting cards for the paychecks",owi2001025645/PP
raffle-of-a-tenpound-bag-of.jpg,Louise Rosskam,1940,"Raffle of a ten-pound bag of sugar conducted to raise funds for the church. Band concert. Lincoln, Vermont",fsa1998023380/PP
old-merrygoround-at-taos-new-mexico.jpg,Russell Lee,1940,"Old merry-go-round at Taos, New Mexico, during fiesta. This is reputed to be the oldest merry-go-round in America",fsa1998001681/PP
abadoned-lumber-camp-gemmel-minnesota.jpg,Russell Lee,1937,"Abadoned lumber camp. Gemmel, Minnesota",fsa2000011487/PP
pomp-hall-negro-tenant-farmer-repairing.jpg,Russell Lee,1940,"Pomp Hall, Negro tenant farmer, repairing piece of tin which covers window of his house. Creek County, Oklahoma",fsa2000016371/PP
pressing-a-coat-in-tailor-shop.jpg,Russell Lee,1939,"Pressing a coat in tailor shop. San Augustine, Texas",fsa2000014230/PP
street-scene-cascade-idaho-cascade-is.jpg,Russell Lee,1941,"Street scene. Cascade, Idaho. Cascade is a microcosm of Idaho&#39;s past and present--all the industries of the state, including lumbering, mining, agriculture, stock raising and tourist trade are apportioned to this town and its valley",fsa2000021103/PP
greenbelt-maryland-minister-telling-bible-story.jpg,Marjory Collins,1942,"Greenbelt, Maryland. Minister telling Bible story to the children during a church service on Memorial Day. All Protestant sects meet together in the school gymnasium. Catholics hold services in the movie theater",owi2001005816/PP
abandoned-truck-body-in-which-mill.jpg,Arthur Rothstein,1938,"Abandoned truck body in which mill workers live, Millville, New Jersey",fsa1997010219/PP
moving-the-belongings-of-the-harvey.jpg,Jack Delano,1941,"Moving the belongings of the Harvey sisters, old residents of the Camp Croft area. Near Whitestone, South Carolina",fsa2000025184/PP
portsmouth-ohio-telling-stories-at-the.jpg,John Vachon,1942,"Portsmouth, Ohio. Telling stories at the Elks&#39; banquet",fsa2000045129/PP
planting-the-stake-which-holds-the.jpg,John Vachon,1940,"Planting the stake which holds the wire in check. Row planting of corn. Monona County, Iowa",fsa2000041405/PP
cans-of-cherries-on-way-to.jpg,John Vachon,1940,"Cans of cherries on way to sealing machine. Door County, Wisconsin",fsa2000041930/PP
children-taking-settingup-exercises-at-the.jpg,Russell Lee,1940,Children taking setting-up exercises at the WPA (Work Projects Administration) nursery school at Agua Fria migratory labor camp. Arizona,fsa2000017371/PP
oswego-new-york-flag-day-ceremony.jpg,Marjory Collins,1943,"Oswego, New York. Flag Day ceremony at the Elks Club during United Nations week",owi2001031288/PP
small-artesian-wells-contribute-to-the.jpg,Russell Lee,1937,"Small artesian wells contribute to the water supply of Ericsburg, Minnesota",fsa2000011737/PP
fort-riley-kansas-jeep-coming-up.jpg,Jack Delano,1942,"Fort Riley, Kansas. Jeep coming up a steep grade during a field problem",owi2001006511/PP
first-stage-in-a-big-navy.jpg,Alfred T. Palmer,1942,First stage in a big Navy gun. Forging part of a large gun in an eastern Navy yard arsenal. This is one of eleven arsenals which have stepped up production to top speed for the war program,oem2002000018/PP
memorial-in-square-at-arch-street.jpg,Jack Delano,1940,"Memorial in square at Arch Street and West 4th Street. Williamsport, Pennsylvania",fsa2000022681/PP
repairing-a-gas-line-at-the.jpg,John Vachon,1942,Repairing a gas line at the Phillips gasoline plant,owi2001012970/PP
seven-hundred-springs-on-the-llano.jpg,Russell Lee,1940,"Seven hundred springs on the Llano River in Kimble County, Texas. There are numerous springs throughout this section but this is the largest number flowing at one spot",fsa2000016958/PP
santa-fe-rr-streamliner-the-quotsuper.jpg,Jack Delano,1943,"Santa Fe R.R. streamliner, the &quot;super Chief,&quot; being serviced at the depot, Albuquerque, N.M. Servicing of these diesel streamliners takes five minutes. Santa Fe R.R. trip",fsa1992000773/PP
fsa-farm-security-administration-wirefloored-brooder.jpg,John Collier,1941,"FSA (Farm Security Administration) wire-floored brooder on the Smart farm. Coffee County, Alabama",fsa2000051306/PP
los-angeles-county-california-japanese-arriving.jpg,Russell Lee,1942,"Los Angeles County, California. Japanese arriving at the Santa Anita reception center for Japanese evacuated under United States Army war emergency order",fsa2000049179/PP
on-a-rainy-day-in-norwich.jpg,Jack Delano,1940,"On a rainy day in Norwich, Connecticut",fsa1998007107/PP
fence-posts-and-barbed-wire-around.jpg,Marion Post Wolcott,1941,"Fence posts and barbed wire around pasture and grazing lands. Near Granby, Colorado",fsa2000039720/PP
hurricane-lumber-ledyard-connecticut.jpg,Jack Delano,1940,"Hurricane lumber. Ledyard, Connecticut",fsa2000023864/PP
oregon-polk-county-near-independence-migratory.jpg,Dorothea Lange,1939,"Oregon. Polk County, near Independence. Migratory hop pickers, man and wife, work together. General caption number 45-1",fsa2000004209/PP
highway-through-shenandoah-valley-virginia.jpg,Marion Post Wolcott,1941,"Highway through Shenandoah Valley, Virginia",fsa2000038083/PP
fort-bragg-north-carolina-sergeant-williams.jpg,Arthur Rothstein,1942,"Fort Bragg, North Carolina. Sergeant Williams eating ice-cream with a friend in the service club",owi2001002695/PP
ghost-mining-and-smelter-town-shasta.jpg,Russell Lee,1941,"Ghost mining and smelter town. Shasta County, California",fsa2000047851/PP
children-on-slide-shafter-migrant-camp.jpg,Arthur Rothstein,1940,"Children on slide. Shafter migrant camp. Shafter, California",fsa2000005925/PP
looking-in-doorway-of-trailer-of.jpg,Russell Lee,1939,"Looking in doorway of trailer of migrant, north of Harlingen, Texas",fsa1997025325/PP
fred-maschman-tp-client-raises-all.jpg,Arthur Rothstein,1939,"Fred Maschman, TP Client, raises all his own feed for his hogs, chickens, cows and horses. Iowa County, Iowa",fsa2000010335/PP
baltimore-maryland-trolley-conductors-counting-their.jpg,Marjory Collins,1943,"Baltimore, Maryland. Trolley conductors counting their receipts at the Park Terminal, the dispatch center of the Baltimore Transit Company",owi2001023770/PP
manhattan-beach-coast-guard-training-station.jpg,Roger Smith,1943,"Manhattan Beach Coast Guard training station. Company Clerk Roy W. White (seated at typewriter) takes dictation from Coxswain and Company Commander Paul L. Perkins of Company 24, U.S. Coast Guard training station, Manhattan Beach. Also shown are Assistant Training Officer, Lieutenant E.A. Simpson and Boatswain Clarence Samuels",oem2002006463/PP
the-granddaddy-of-the-machine-gun.jpg,Alfred T. Palmer,1942,"The granddaddy of the machine gun. The multi-barreled Billinghurst-Requa Battery gun of 1862. The modern descendents of the battery gun, the latest type of machine gun, are now being produced in large quantities at the armory in the war program",oem2002000136/PP
institute-vicinity-west-virginia-a-chemical.jpg,Arthur S. Siegel,1943,"Institute (vicinity), West Virginia. A chemical plant in the middle of the Kanawha River",owi2001028947/PP
southington-connecticut-southington-school-children-staging.jpg,Fenno Jacobs,1942,"Southington, Connecticut. Southington school children staging a patriotic demonstration",owi2001038713/PP
chester-pennsylvania-small-boats-undergoing-repairs.jpg,Paul Vanderbilt,1938,"Chester, Pennsylvania. Small boats undergoing repairs",owi2001042244/PP
quotthe-poor-boys-friendquot-the-proprietor.jpg,John Vachon,1938,"&quot;The poor boy&#39;s friend,&quot; the proprietor call himself. Omaha, Nebraska",fsa1997003829/PP
burning-stumps-on-the-arnold-farm.jpg,Dorothea Lange,1939,"Burning stumps on the Arnold farm after the bulldozer has mown them down. Western Washington, Thurston County, Michigan Hill. See general caption number 36",fsa2000004377/PP
because-of-the-rubber-shortage-many.jpg,Alfred T. Palmer,1942,"Because of the rubber shortage, many planes roll along assembly lines and onto the flight ramp on wooden wheels",owi2001041461/PP
junkyard-owner-near-abbeville-louisiana.jpg,Russell Lee,1938,"Junkyard owner, near Abbeville, Louisiana",fsa1997024169/PP
daughter-of-fruit-farmer-berrien-county.jpg,John Vachon,1940,"Daughter of fruit farmer, Berrien County, Michigan",fsa1997006793/PP
slack-pile-herrin-illinois.jpg,Arthur Rothstein,1939,"Slack pile. Herrin, Illinois",fsa2000008327/PP
family-living-in-tent-while-building.jpg,Dorothea Lange,1939,"Family living in tent while building the house around them. Near Klamath Falls, Klamath County, Oregon. See general caption number 47",fsa2000004437/PP
pear-picker-drinks-water-hood-river.jpg,Russell Lee,1941,"Pear picker drinks water, Hood River, Oregon",fsa1998002971/PP
farmer-and-his-wife-fishing-in.jpg,Marion Post Wolcott,1940,"Farmer and his wife fishing in Cane River on Fourth of July. Later the whole family had a fish fry. Near Natchitoches, Louisiana",fsa2000034951/PP
clothes-and-wall-interior-in-donald.jpg,Russell Lee,1937,"Clothes, and wall interior in Donald Heath&#39;s home near Black River Falls, Wisconsin",fsa2000011362/PP
buffalo-new-york-grain-boat-from.jpg,Marjory Collins,1943,"Buffalo, New York. Grain boat from Duluth unloading wheat at a grain elevator on the Erie Canal. Men sit on the edge of an open hatch to guide the ropes of the shovel which scoops the grain into the hatch where it can be drawn by the &quot;leg&quot; into the tower on an endless belt of buckets",owi2001028536/PP
grain-elevators-and-freight-car-minneapolis.jpg,John Vachon,1939,"Grain elevators and freight car. Minneapolis, Minnesota",fsa2000040919/PP
wife-and-child-of-tobacco-sharecropper.jpg,Dorothea Lange,1939,"Wife and child of tobacco sharecropper. The littlest girl comes in from outside for something to eat while mother is doing her housework. The child next to the baby is called in this country the &quot;knee baby&quot;. Person County, North Carolina",fsa2000003265/PP
children-playing-with-their-christmas-toys.jpg,Jack Delano,1941,"Children playing with their Christmas toys on a side street, Charlotte Amalie, St. Thomas, Virgin Islands",fsa1998010082/PP
band-concert-national-rice-festival-crowley.jpg,Russell Lee,1938,"Band concert, National Rice Festival, Crowley, Louisiana",fsa1997023946/PP
gloucester-massachusetts-quotfood-for-victoryquot-fishing.jpg,Howard Liberman,1942,"Gloucester, Massachusetts. &quot;Food for Victory&quot; fishing. Hauling fish in a cart from the wharfside to a fish packing plant",owi2001039126/PP
hired-hands-eating-watermelon-kimberley-farm.jpg,Arthur Rothstein,1939,"Hired hands eating watermelon. Kimberley farm, Jasper County, Iowa",fsa2000009374/PP
landscape-near-one-of-the-entrances.jpg,Jack Delano,1941,Landscape near one of the entrances to the powder plant near Childersburg. The dust in the back ground in caused by a great stream of traffic coming out of the powder plant. Alabama,fsa2000025993/PP
windsor-locks-connecticut-harvest-market.jpg,John Collier,1941,"Windsor Locks, Connecticut. Harvest market",fsa2000051979/PP
tulsa-oklahoma-tracks-at-a-roundhouse.jpg,John Vachon,1942,"Tulsa, Oklahoma. Tracks at a roundhouse of the Frisco railroad",owi2001012133/PP
mr-gaynor-cutting-corn-on-his.jpg,Jack Delano,1941,"Mr. Gaynor cutting corn on his farm near Fairfield, Vermont",fsa2000027294/PP
owenscorning-fiberglas-corp-toledo-ohio-intense.jpg,Alfred T. Palmer,1942,"Owens-Corning Fiberglas Corp., Toledo, Ohio. Intense heat is needed to melt the inorganic ingredients of the batch from which Fiberglas insulation wool is manufactured. Twenty-four hours a day, seven days a week, this gas-fired furnace maintains the temperature required in the process",fsa1992001048/PP
penasco-new-mexico-a-nurse-from.jpg,John Collier,1943,"Penasco, New Mexico. A nurse from the clinic operated by the Taos County cooperative health association making a hurried examination of a little girl who is dying of appendicitis before rushing her to the hospital in Taos",owi2001019746/PP
lease-lend-loadings-these-contain-miniature.jpg,Alfred T. Palmer,1943,Lease lend loadings. These contain miniature Dodge trucks which have been loaded on barges awaiting shipment to Russia. They&#39;re being exported under lend-lease contract,oem2002001635/PP
farmstead-on-san-luis-valley-farms.jpg,Arthur Rothstein,1939,"Farmstead on San Luis Valley Farms, Colorado",fsa2000009756/PP
manure-spreader-emmet-county-iowa.jpg,Russell Lee,1936,"Manure spreader, Emmet County, Iowa",fsa1997021339/PP
farmers-wife-johnson-vermont.jpg,Arthur Rothstein,1937,"Farmer&#39;s wife, Johnson, Vermont",fsa1997008607/PP
civilian-protection-fully-equipped-to-cope.jpg,Alfred T. Palmer,1941,"Civilian protection. Fully equipped to cope with whatever difficulties they may encounter, these New York City volunteer auxiliary firemen workers are climbling up a fire ladder to the roof of a building struck by bombs. Fartherest up the ladder is a worker equipped with an &quot;Indian&quot; fire pump, valuable in fighting incendiary bombs. The man below him is carrying a two-way portable radio. Next is a volunteer worker with a portable acetylene torch, used for cutting through metal to effect entrances or to extricate victims pinned under fallen metal. The man just starting up the ladder is carrying a roof rope, and all are equipped with gas masks",oem2002010193/PP
chicago-illinois-provident-hospital-a-preliminary.jpg,Jack Delano,1942,"Chicago, Illinois. Provident Hospital. A preliminary student nurses&#39; class in bacteriology",owi2001002595/PP
editor-of-the-valley-news-at.jpg,John Vachon,1939,"Editor of the Valley News at her desk. Browns Valley, Minnesota",fsa2000041025/PP
carrying-brush-to-fire-for-burning.jpg,Russell Lee,1939,"Carrying brush to fire for burning in land clearing, El Indio, Texas",fsa1997025732/PP
mr-wardlow-says-grace-before-dinner.jpg,Dorothea Lange,1939,"Mr. Wardlow says grace before dinner. Dead Ox Flat, Malheur County, Oregon",fsa2000005016/PP
captain-of-this-chesapeake-bay-freight.jpg,John Collier,1941,Captain of this Chesapeake Bay freight boat has taken off his shoes for a better footing on the melon smeared-hold of his ship. Maryland,fsa2000051752/PP
madison-wisconsin-farm-short-course-school.jpg,Jack Delano,1943,"Madison, Wisconsin. Farm short course school at the University of Wisconsin. Interest in rural culture and customs is stimulated at the school. This class in rural society often practices square dances",owi2001020019/PP
wisdom-montana-mrs-len-smith-using.jpg,John Vachon,1942,"Wisdom, Montana. Mrs. Len Smith, using vacuum cleaner in her home",fsa2000046189/PP
houses-for-britain-kitchen-entrance-to.jpg,J. Sherrel Lakey,1945,"Houses for Britain. Kitchen entrance to model house erected by the Federal Public Housing Authority at Scott Circle, Washington, D.C. of the type which it is planned to ship to Great Britain under lend-lease. This prefabricated, temporary, emergency house was designed to use a minimum of critical materials including lumber",owi2001043349/PP
mrs-lyman-brewster-on-one-of.jpg,Marion Post Wolcott,1941,"Mrs. Lyman Brewster on one of their ranch horses in the corral. Quarter Circle U, Brewster-Arnold Ranch Company. Birney, Montana",fsa2000039210/PP
the-mayor-of-shawneetown-illinois-with.jpg,Russell Lee,1937,"The mayor of Shawneetown, Illinois, (with cigar, center) and members of the committee who are obtaining signatures on petition to move the town of Shawneetown. These are citizens of the town",fsa1998022458/PP
point-pleasant-west-virginia-a-shorthorned.jpg,Arthur S. Siegel,1943,"Point Pleasant, West Virginia. A short-horned bull at the farm of C.C. Lewis and Sons",owi2001028926/PP
picture-of-the-hutton-family-taken.jpg,Russell Lee,1940,"Picture of the Hutton family taken about fifteen years ago in Oklahoma. Pie Town, New Mexico",fsa1998001036/PP
son-of-the-adams-family-morganza.jpg,Russell Lee,1938,"Son of the Adams family, Morganza, Louisiana, in kitchen with corn crib in the rear room",fsa2000013001/PP
some-of-the-children-who-are.jpg,Arthur Rothstein,1937,"Some of the children who are now residents of the Palmerdale Homesteads, Alabama",fsa1998020039/PP
tractor-on-farm-in-emmet-county.jpg,Russell Lee,1936,"Tractor on farm in Emmet County, Iowa",fsa1997021373/PP
decatur-alabama-ingalls-shipbuilding-company-barge.jpg,Jack Delano,1942,"Decatur, Alabama. Ingalls Shipbuilding Company. Barge under construction",owi2001000177/PP
shenandoah-pennsylvania-first-aid-equipment-in.jpg,Sheldon Dick,1938,"Shenandoah, Pennsylvania. First aid equipment in a cabinet and rack on the wall in the Maple Hill mine",fsa2000021922/PP
farm-unit-burlington-project-north-dakota.jpg,John Vachon,1940,"Farm unit. Burlington project, North Dakota",fsa2000042317/PP
clothes-in-home-of-carl-thorson.jpg,Russell Lee,1937,"Clothes in home of Carl Thorson, former farmer, now living in Crosby, North Dakota",fsa2000012143/PP
bruce-marcue-from-lemars-iowa-is.jpg,Jack Delano,1942,"Bruce Marcue, from LeMars, Iowa is an agriculture student at Iowa State College. Ames, Iowa",owi2001004982/PP
daniel-boone-hat-fur-detachable-suitable.jpg,John Collier,1941,"Daniel Boone hat, fur detachable, suitable for auto aerial plume (advertisement). J.C. Penny store. Amsterdam, New York",fsa2000052592/PP
gardens-at-labor-homes-add-to.jpg,Arthur Rothstein,1940,"Gardens at labor homes add to incomes. Tulare migrant camp. Visalia, California",fsa2000005837/PP
baltimore-maryland-bethlehemfairfield-shipyards-negro-and.jpg,Arthur S. Siegel,1943,"Baltimore, Maryland. Bethlehem-Fairfield shipyards. Negro and white shipyard workers",owi2001027016/PP
highway-across-the-mountains-during-early.jpg,Marion Post Wolcott,1941,"Highway across the mountains during early fall blizzard near Independence Pass, Colorado",fsa2000039694/PP
gospel-tabernacle-minneapolis-minnesota.jpg,John Vachon,1939,"Gospel tabernacle, Minneapolis, Minnesota",fsa1997004892/PP
tractor-and-onemule-plow-in-adjacent.jpg,Marion Post Wolcott,1939,"Tractor and one-mule plow in adjacent fields. Greene County, Georgia",fsa2000031655/PP
faisdodo-near-crowley-louisiana-these-are.jpg,Russell Lee,1938,"Fais-do-do near Crowley, Louisiana. These are gatherings of local country people usually of French origin who are clannish. Very few outsiders are present at these dances. Sections of the hall are reserved for the different sexes. They are usually attended by family groups, the smaller children and babies sleeping in their mother&#39;s arms and on a huge bed with a rice straw mattress",fsa2000012751/PP
old-river-boat-docked-at-memphis.jpg,Ben Shahn,1935,"Old river boat docked at Memphis, Tennessee",fsa1997016388/PP
washington-city-limits-on-us-highway.jpg,Jack Delano,1940,"Washington city limits on U.S. Highway No. 1. Bladensburg Road, near Cottage City, Maryland",fsa2000022192/PP
ashland-aroostook-county-maine-though-only.jpg,John Collier,1943,"Ashland, Aroostook County, Maine. Though only a small farming center with a population under 1000, Ashland has a good band with lots of purple trim and gold braid for the Memorial Day ceremony",owi2001029731/PP
salinas-california-intercontinental-rubber-producers-chopped.jpg,Russell Lee,1941,"Salinas, California. Intercontinental Rubber Producers. Chopped and crushed guayule. The shrub is treated like this before going through various rollers in the factory in the process of rubber extraction",fsa2000047725/PP
rebuilding-a-house-carried-out-of.jpg,Jack Delano,1941,"Rebuilding a house carried out of the Santee-Cooper Basin near Moncks Corner, South Carolina",fsa2000025007/PP
an-abandoned-farmhouse-in-central-oregon.jpg,Arthur Rothstein,1936,An abandoned farmhouse in central Oregon representing years of unfruitful efforts to make things grow,fsa1998019342/PP
rubber-reclamation-reclaimed-rubber-in-the.jpg,Alfred T. Palmer,1941,"Rubber reclamation. Reclaimed rubber in the making. Dried scrap rubber, reclaimed at a large Midwest plant, is discharged from a continuous belt dryer and collected for an operation on the mill rolls. The procedure is known as the xylos process. Firestone",oem2002002492/PP
tygart-valley-homesteads-elkins-vicinity-west.jpg,John Vachon,1939,"Tygart Valley Homesteads, Elkins vicinity, West Virginia. New school and community center at right",fsa2000040708/PP
willing-blood-donors-await-their-turn.jpg,Ann Rosener,1943,Willing blood donors await their turn to aid America&#39;s fighting men as the Red Cross blood donor mobile unit makes a visit to San Quentin. The men are waiting before the prison pharmacy in the San Quentin hospital,owi2001041147/PP
sugar-beets-and-ranch-buildings-near.jpg,Marion Post Wolcott,1941,"Sugar beets and ranch buildings near Fort Collins, Colorado",fsa2000040061/PP
rancher-and-sheep-herder-with-their.jpg,Russell Lee,1940,"Rancher and sheep herder with their sheep. Catron County, New Mexico",fsa2000017930/PP
residential-district-of-durango-colorado.jpg,Russell Lee,1940,"Residential district of Durango, Colorado",fsa2000019133/PP
hired-hands-fixing-jayhawk-hayloader-kimberley.jpg,Arthur Rothstein,1939,"Hired hands fixing jayhawk hayloader. Kimberley farm, Jasper County, Iowa",fsa2000009403/PP
spanishamerican-village-along-the-rio-hondo.jpg,Russell Lee,1939,"Spanish-American village along the Rio Hondo near Taos, New Mexico. The residents live in town and commute to their small farmlands on the outskirts of the town",fsa2000015488/PP
production-a-quotvengeancequot-dive-bombers-safety.jpg,Alfred T. Palmer,1943,"Production. A-31 (&quot;Vengeance&quot;) dive bombers. Safety record at Vultee&#39;s Nashville plant. Department safety record board showing the number of work days one department spent on the production of &quot;Vengeance&quot; dive bombers without a lost-time accident. The &quot;Vengeance&quot; (A-31) was originally designed for the French. It was later adopted by the RAF (Royal Air Force) and still later by the U.S. Army Air Forces. It is a single-engine, low-wing plane, carrying a crew of two men and having six machine guns of varying calibers",oem2002007992/PP
philadelphia-pennsylvania-checking-seed-order-against.jpg,Arthur S. Siegel,1943,"Philadelphia, Pennsylvania. Checking seed order against catalog at the W. Atlee Burpee Company, seed dealers",owi2001023721/PP
field-of-flowering-tobacco-near-berlin.jpg,Russell Lee,1939,"Field of flowering tobacco near Berlin, Connecticut",fsa1997027232/PP
richwood-west-virginia-waiting-at-the.jpg,John Collier,1942,"Richwood, West Virginia. Waiting at the station for the train",fsa2000055037/PP
new-orleans-louisiana-workers-leaving-the.jpg,John Vachon,1943,"New Orleans, Louisiana. Workers leaving the Higgins shipyards at four pm",owi2001033154/PP
new-britain-connecticut-an-inspector-at.jpg,Gordon Parks,1943,"New Britain, Connecticut. An inspector at the Fafnir Bearing Company inspecting large roller bearing which will probably end up in an Army tank",owi2001033001/PP
children-leaving-homestead-school-dailey-west.jpg,Arthur Rothstein,1941,"Children leaving homestead school. Dailey, West Virginia",fsa2000006125/PP
high-school-students-playing-pool-clinton.jpg,Arthur Rothstein,1940,"High school students playing pool. Clinton, Indiana",fsa2000010826/PP
cicero-illinois-a-switchman-at-the.jpg,Jack Delano,1943,"Cicero, Illinois. A switchman at the Clyde yard of the Chicago, Burlington and Quincy Railroad",owi2001027223/PP
food-storage-plant-closeup-of-shop.jpg,Russell Lee,1938,Food storage plant. Closeup of shop assembly of trusses. Southeast Missouri Farms Project,fsa1997022990/PP
lufkin-texas-stockpile-of-kraft-chemical.jpg,John Vachon,1943,"Lufkin, Texas. Stockpile of Kraft chemical pulp at the Southland paper mill. This is added to the southeast pine pulp in making newsprint",owi2001024658/PP
type-of-housing-built-for-lumber.jpg,Dorothea Lange,1939,"Type of housing built for lumber millworkers in new model company town. Gilchrist, Oregon",fsa2000005551/PP
landscape-showing-coal-tipple-and-farm.jpg,Jack Delano,1940,"Landscape showing coal tipple and farm county in background. Near Ellen Mills, Pennsylvania",fsa2000022637/PP
storing-potatoes-at-the-woodman-potato.jpg,Jack Delano,1940,"Storing potatoes at the Woodman Potato Company warehouse in Caribou, Maine",fsa2000023328/PP
lunchtime-at-the-cairns-general-hospital.jpg,Russell Lee,1942,"Lunchtime at the Cairns General Hospital at the FSA (Farm Security Administration) farm workers&#39; community. Eleven Mile Corner, Arizona",fsa2000048678/PP
mother-dressing-up-her-children-farm.jpg,Russell Lee,1937,"Mother dressing up her children. Farm home, Williams County, North Dakota",fsa2000011945/PP
farmer-crossing-the-main-street-of.jpg,Russell Lee,1940,"Farmer crossing the main street of town, Eufaula, Oklahoma",fsa1998000359/PP
another-corner-of-soper-kitchen-willow.jpg,Dorothea Lange,1939,"Another corner of Soper kitchen. Willow Creek area, Malheur County, Oregon. General caption number 72",fsa2000004780/PP
mountain-road-in-kentucky-near-jackson.jpg,Marion Post Wolcott,1940,"Mountain road in Kentucky, near Jackson",fsa2000036147/PP
ferry-crossing-ohio-river-at-shawneetown.jpg,Arthur Rothstein,1939,"Ferry crossing, Ohio River at Shawneetown, Illinois",fsa1997010799/PP
fort-riley-kansas-review-on-the.jpg,Jack Delano,1942,"Fort Riley, Kansas. Review on the parade ground",owi2001006602/PP
tobacco-auction-durham-north-carolina.jpg,Marion Post Wolcott,1939,"Tobacco auction, Durham, North Carolina",fsa1998013923/PP
auction-sale-on-the-farm-of.jpg,Jack Delano,1940,"Auction sale on the farm of Mr. Anthony Yacek. Derby, Connecticut. A pair of harnesses are up for sale",fsa2000023412/PP
detail-of-screwing-one-pipe-into.jpg,Russell Lee,1939,"Detail of screwing one pipe into another. Oil field drilling operations, Kilgore, Texas",fsa1997026038/PP
kern-county-california-truck-loaded-with.jpg,Dorothea Lange,1939,"Kern County, California. Truck loaded with potato seed",fsa2000002604/PP
one-of-the-camp-members-vicepresident.jpg,Marion Post Wolcott,1940,"One of the camp members, vice-president of women&#39;s club, reading suggestions to group for future planning and discussions. Home management supervisor Corinne Williams sitting opposite her, encourages the members to conduct and participate in their own meeting. Assembly building at Okeechobee migratory labor camp. Belle Glade, Florida",fsa2000034598/PP
repaired-house-at-irwinville-farms-georgia.jpg,Carl Mydans,1936,"Repaired house at Irwinville Farms, Georgia. There are twenty-three houses repaired in this manner on this Resettlement Administration project",fsa1998020274/PP
child-of-construction-worker-who-had.jpg,Marion Post Wolcott,1941,"Child of construction worker who had been employed on Camp Blanding job. Starke, Florida",fsa2000037418/PP
spanishamerican-family-eating-dinner-chamisal-new.jpg,Russell Lee,1940,"Spanish-American family eating dinner. Chamisal, New Mexico",fsa2000018329/PP
new-york-new-york-young-dancers.jpg,Gordon Parks,1943,"New York, New York. Young dancers at the Hurricane Ballroom",owi2001025175/PP
pennsylvania-turnpike-pennsylvania-crossroads-pass-overhead.jpg,Arthur Rothstein,1942,"Pennsylvania Turnpike, Pennsylvania. Crossroads pass overhead",owi2001007998/PP
signs-along-highway-approaching-hurst-illinois.jpg,Arthur Rothstein,1939,"Signs along highway approaching Hurst, Illinois. Williamson County, Illinois",fsa2000008325/PP
remains-of-storefronts-in-fullerton-louisiana.jpg,Dorothea Lange,1937,"Remains of storefronts in Fullerton, Louisiana, an abandoned lumber town",fsa2000001438/PP
decatur-alabama-ingalls-shipbuilding-company-workman.jpg,Jack Delano,1942,"Decatur, Alabama. Ingalls Shipbuilding Company. Workman",owi2001000174/PP
fsa-farm-security-administration-client-wife.jpg,Russell Lee,1939,"FSA (Farm Security Administration) client, wife, and daughter petting their pigs on their farm near Bradford, Vermont. Orange County",fsa2000015587/PP
home-of-negro-landowner-greene-county.jpg,Dorothea Lange,1937,"Home of Negro landowner, Greene County, Georgia. This man has owned his land since 1913. He has raised ten children here",fsa2000001580/PP
indian-mother-and-baby-blueberry-pickers.jpg,Russell Lee,1937,"Indian mother and baby, blueberry pickers&#39; camp near Little Fork, Minnesota",fsa1997021851/PP
interior-of-sheep-barn-stockyards-denver.jpg,Arthur Rothstein,1939,"Interior of sheep barn, stockyards, Denver, Colorado",fsa1997012613/PP
portsmouth-ohio-member-of-the-american.jpg,John Vachon,1942,"Portsmouth, Ohio. Member of the American Legion who had joined a fire fighting class under the civilian defense program",fsa2000045078/PP
election-committee-beaver-creek-precinct-mcintosh.jpg,John Vachon,1940,"Election committee, Beaver Creek precinct. McIntosh County North Dakota",fsa2000042254/PP
daniel-senise-throwing-a-switch-at.jpg,Jack Delano,1943,Daniel Senise throwing a switch at work in an Indiana Harbor Belt Line railroad yard,owi2001018858/PP
washington-dc-modeling-denim-dress-worked.jpg,John Collier,1940,"Washington, D.C. Modeling denim dress worked out for a high school girl on a low income by graduate students of the Department of Clothing and Textiles, School of Home Economics, University of Alabama",fsa1998024210/PP
lafayette-vicinity-louisiana-train.jpg,John Vachon,1943,"Lafayette (vicinity), Louisiana. Train",owi2001024192/PP
coal-barge-on-river-scotts-run.jpg,Marion Post Wolcott,1938,"Coal barge on river, Scotts Run, West Virginia",fsa1998011472/PP
